Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec
68,LE70200472009287ASN00,LE70200472009287ASN00,0,Y,LE70200472009287ASN00,BUMPER,ASN,DAY, 020, 047,2009/10/14,2009:287:16:12:49.8493124,2009:287:16:13:16.6033124, 9, 9,  32.88,  32.22,  39.47,  22.82,  37.00,54.57807922,138.0161438,18°46'56.24"N,89°50'42.43"W,19°43'10.96"N,90°33'27.32"W,19°27'29.16"N,88°45'39.82"W,18°06'14.44"N,90°55'11.68"W,17°50'41.78"N,89°08'24.94"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,.235548,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73098   (19°43'51.53"N), -91.01627  (91°00'58.57"W), 19.76790   (19°46'04.44"N), -88.70851  (88°42'30.64"W), 17.81060   (17°48'38.16"N), -90.97097   (90°58'15.49"W), 17.84368   (17°50'37.25"N), -88.68919   (88°41'21.08"W),14201,16141,7101,8071,7101,8071,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78229,-89.84512,19.73098,-91.01627,19.7679,-88.70851,17.8106,-90.97097,17.84368,-88.68919
69,LE70200472009271ASN00,LE70200472009271ASN00,0,Y,LE70200472009271ASN00,BUMPER,ASN,DAY, 020, 047,2009/09/28,2009:271:16:12:49.8448749,2009:271:16:13:16.5988125, 9, 9,  10.75,   2.42,   9.16,  11.39,  20.02,58.19975662,128.85095215,18°47'05.35"N,89°52'56.57"W,19°43'08.11"N,90°35'45.85"W,19°27'31.86"N,88°47'58.02"W,18°06'12.35"N,90°57'24.91"W,17°50'44.84"N,89°10'37.92"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-2.224177,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72724   (19°43'38.06"N), -91.06190  (91°03'42.84"W), 19.76474   (19°45'53.06"N), -88.75428  (88°45'15.41"W), 17.81779   (17°49'04.04"N), -91.01634   (91°00'58.82"W), 17.85142   (17°51'05.11"N), -88.73455   (88°44'04.38"W),14121,16141,7061,8071,7061,8071,,,45,4.057,2.966,2.768,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78482,-89.88238,19.72724,-91.0619,19.76474,-88.75428,17.81779,-91.01634,17.85142,-88.73455
70,LE70200472009223EDC00,LE70200472009223EDC00,0,Y,LE70200472009223EDC00,BUMPER,EDC,DAY, 020, 047,2009/08/11,2009:223:16:12:52.1970000,2009:223:16:13:18.9509375, 9, 9,  55.95,  25.67,  58.08,  50.30,  89.75,63.14435196,93.60307312,18°47'04.16"N,89°50'34.01"W,19°43'03.32"N,90°33'25.13"W,19°27'27.07"N,88°45'39.35"W,18°06'06.44"N,90°55'01.06"W,17°50'38.40"N,89°08'16.01"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-3.706397,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72834   (19°43'42.02"N), -91.01335  (91°00'48.06"W), 19.76519   (19°45'54.68"N), -88.70848  (88°42'30.53"W), 17.81066   (17°48'38.38"N), -90.96815   (90°58'05.34"W), 17.84368   (17°50'37.25"N), -88.68919   (88°41'21.08"W),14181,16121,7091,8061,7091,8061,,,10,5.958,3.027,5.132,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78449,-89.84278,19.72834,-91.01335,19.76519,-88.70848,17.81066,-90.96815,17.84368,-88.68919
71,LE70200472009191EDC00,LE70200472009191EDC00,0,Y,LE70200472009191EDC00,BUMPER,EDC,DAY, 020, 047,2009/07/10,2009:191:16:13:03.0711874,2009:191:16:13:29.8252500, 9, 9,  24.34,  18.94,  24.21,  25.15,  29.07,63.67339325,77.82875824,18°47'03.37"N,89°52'38.42"W,19°43'11.86"N,90°35'23.35"W,19°27'35.17"N,88°47'40.96"W,18°06'15.52"N,90°57'04.57"W,17°50'47.94"N,89°10'22.80"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-13.333591,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73027   (19°43'48.97"N), -91.04769  (91°02'51.68"W), 19.76757   (19°46'03.25"N), -88.74286  (88°44'34.30"W), 17.81267   (17°48'45.61"N), -91.00210   (91°00'07.56"W), 17.84610   (17°50'45.96"N), -88.72318   (88°43'23.45"W),14181,16121,7091,8061,7091,8061,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78427,-89.87734,19.73027,-91.04769,19.76757,-88.74286,17.81267,-91.0021,17.8461,-88.72318
72,LE70200472009175ASN00,LE70200472009175ASN00,0,Y,LE70200472009175ASN00,BUMPER,ASN,DAY, 020, 047,2009/06/24,2009:175:16:13:06.4717500,2009:175:16:13:33.2258124, 9, 9,   1.88,   0.66,   1.50,   1.62,   3.75,64.25636292,74.90917206,18°47'02.94"N,89°53'24.58"W,19°43'17.69"N,90°36'10.33"W,19°27'41.04"N,88°48'26.14"W,18°06'20.16"N,90°57'50.58"W,17°50'52.15"N,89°11'07.19"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-15.169455,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73271   (19°43'57.76"N), -91.05918  (91°03'33.05"W), 19.77016   (19°46'12.58"N), -88.75434  (88°45'15.62"W), 17.81244   (17°48'44.78"N), -91.01339   (91°00'48.20"W), 17.84600   (17°50'45.60"N), -88.73450   (88°44'04.20"W),14201,16121,7101,8061,7101,8061,,,50,6.4,3.668,5.245,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78415,-89.89016,19.73271,-91.05918,19.77016,-88.75434,17.81244,-91.01339,17.846,-88.7345
73,LE70200472009159ASN00,LE70200472009159ASN00,0,Y,LE70200472009159ASN00,BUMPER,ASN,DAY, 020, 047,2009/06/08,2009:159:16:13:08.4706249,2009:159:16:13:35.2246875, 9, 9,  14.52,   4.60,  22.39,   5.40,  25.70,65.06568909,75.9196167,18°47'02.58"N,89°53'55.64"W,19°43'11.57"N,90°36'43.52"W,19°27'34.02"N,88°48'56.77"W,18°06'14.18"N,90°58'23.30"W,17°50'45.10"N,89°11'37.43"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,6.923855,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72981   (19°43'47.32"N), -91.06768  (91°04'03.65"W), 19.76737   (19°46'02.53"N), -88.76289  (88°45'46.40"W), 17.81227   (17°48'44.17"N), -91.02186   (91°01'18.70"W), 17.84592   (17°50'45.31"N), -88.74299   (88°44'34.76"W),14181,16121,7091,8061,7091,8061,,,20,5.542,3.192,4.531,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78405,-89.89879,19.72981,-91.06768,19.76737,-88.76289,17.81227,-91.02186,17.84592,-88.74299
74,LE70200472009143EDC00,LE70200472009143EDC00,0,Y,LE70200472009143EDC00,BUMPER,EDC,DAY, 020, 047,2009/05/23,2009:143:16:13:08.8805624,2009:143:16:13:35.6345624, 9, 9,  20.12,   1.81,  19.14,  23.76,  35.75,65.69190979,81.1524353,18°47'03.23"N,89°54'09.32"W,19°43'04.87"N,90°36'59.83"W,19°27'27.14"N,88°49'11.06"W,18°06'08.42"N,90°58'39.36"W,17°50'39.16"N,89°11'51.43"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-1.254784,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72698   (19°43'37.13"N), -91.07332  (91°04'23.95"W), 19.76460   (19°45'52.56"N), -88.76859  (88°46'06.92"W), 17.80945   (17°48'34.02"N), -91.02745   (91°01'38.82"W), 17.84316   (17°50'35.38"N), -88.74862   (88°44'55.03"W),14181,16121,7091,8061,7091,8061,,,50,4.397,3.092,3.126,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78423,-89.90259,19.72698,-91.07332,19.7646,-88.76859,17.80945,-91.02745,17.84316,-88.74862
75,LE70200472009127ASN00,LE70200472009127ASN00,0,Y,LE70200472009127ASN00,BUMPER,ASN,DAY, 020, 047,2009/05/07,2009:127:16:13:07.5353749,2009:127:16:13:34.2893750, 9, 9,  20.41,   4.65,  15.77,  19.28,  41.93,65.48526001,90.12830353,18°47'02.62"N,89°53'58.13"W,19°43'11.10"N,90°36'46.91"W,19°27'33.08"N,88°48'58.36"W,18°06'15.95"N,90°58'27.37"W,17°50'46.64"N,89°11'39.52"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,7.444866,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72975   (19°43'47.10"N), -91.07053  (91°04'13.91"W), 19.76734   (19°46'02.42"N), -88.76576  (88°45'56.74"W), 17.81221   (17°48'43.96"N), -91.02469   (91°01'28.88"W), 17.84589   (17°50'45.20"N), -88.74582   (88°44'44.95"W),14181,16121,7091,8061,7091,8061,,,20,7.497,3.415,6.674,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78406,-89.89948,19.72975,-91.07053,19.76734,-88.76576,17.81221,-91.02469,17.84589,-88.74582
76,LE70200472009095ASN00,LE70200472009095ASN00,0,Y,LE70200472009095ASN00,BUMPER,ASN,DAY, 020, 047,2009/04/05,2009:095:16:13:00.0193125,2009:095:16:13:26.7733125, 9, 9,   6.56,   0.09,   3.75,   0.13,  22.27,60.70183182,111.67204285,18°47'01.54"N,89°52'49.37"W,19°43'06.67"N,90°35'35.74"W,19°27'29.09"N,88°47'52.30"W,18°06'10.62"N,90°57'15.95"W,17°50'42.11"N,89°10'33.06"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-3.750928,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72731   (19°43'38.32"N), -91.05904  (91°03'32.54"W), 19.76472   (19°45'52.99"N), -88.75714  (88°45'25.70"W), 17.81515   (17°48'54.54"N), -91.01345   (91°00'48.42"W), 17.84868   (17°50'55.25"N), -88.73735   (88°44'14.46"W),14141,16101,7071,8051,7071,8051,,,71,4.403,3.124,3.103,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78376,-89.88038,19.72731,-91.05904,19.76472,-88.75714,17.81515,-91.01345,17.84868,-88.73735
77,LE70200472009079ASN00,LE70200472009079ASN00,0,Y,LE70200472009079ASN00,BUMPER,ASN,DAY, 020, 047,2009/03/20,2009:079:16:12:54.0454999,2009:079:16:13:20.7994375, 9, 9,  32.36,  35.34,  44.49,  16.70,  32.90,56.41042328,120.64693451,18°47'02.22"N,89°52'00.41"W,19°43'01.45"N,90°34'45.23"W,19°27'24.05"N,88°47'02.98"W,18°06'05.62"N,90°56'27.85"W,17°50'37.03"N,89°09'46.30"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-2.192906,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72492   (19°43'29.71"N), -91.04469  (91°02'40.88"W), 19.76215   (19°45'43.74"N), -88.74280  (88°44'34.08"W), 17.81544   (17°48'55.58"N), -90.99933   (90°59'57.59"W), 17.84881   (17°50'55.72"N), -88.72320   (88°43'23.52"W),14121,16101,7061,8051,7061,8051,,,39,8.339,5.5,6.268,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78395,-89.86678,19.72492,-91.04469,19.76215,-88.7428,17.81544,-90.99933,17.84881,-88.7232
78,LE70200472009063ASN00,LE70200472009063ASN00,0,Y,LE70200472009063ASN00,BUMPER,ASN,DAY, 020, 047,2009/03/04,2009:063:16:12:46.5426874,2009:063:16:13:13.2966874, 9, 9,   4.08,   0.25,  11.46,   0.63,   3.98,51.65920258,127.90582275,18°47'01.86"N,89°51'02.99"W,19°43'03.14"N,90°33'50.36"W,19°27'25.20"N,88°46'07.03"W,18°06'06.73"N,90°55'32.81"W,17°50'37.61"N,89°08'50.24"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-8.847883,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72814   (19°43'41.30"N), -91.02191  (91°01'18.88"W), 19.76511   (19°45'54.40"N), -88.71707  (88°43'01.45"W), 17.81049   (17°48'37.76"N), -90.97662   (90°58'35.83"W), 17.84361   (17°50'37.00"N), -88.69768   (88°41'51.65"W),14181,16121,7091,8061,7091,8061,,,100,4.186,2.812,3.101,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78385,-89.85083,19.72814,-91.02191,19.76511,-88.71707,17.81049,-90.97662,17.84361,-88.69768
79,LE70200472009047ASN00,LE70200472009047ASN00,0,Y,LE70200472009047ASN00,BUMPER,ASN,DAY, 020, 047,2009/02/16,2009:047:16:12:37.6063125,2009:047:16:13:04.3603125, 9, 9,   6.11,   0.07,   9.34,   0.26,  14.76,47.13894653,133.85214233,18°47'00.82"N,89°50'07.69"W,19°43'04.40"N,90°32'56.58"W,19°27'25.63"N,88°45'10.44"W,18°06'08.03"N,90°54'37.26"W,17°50'38.22"N,89°07'51.96"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,.102214,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72853   (19°43'42.71"N), -91.00478  (91°00'17.21"W), 19.76527   (19°45'54.97"N), -88.69989  (88°41'59.60"W), 17.81083   (17°48'38.99"N), -90.95968   (90°57'34.85"W), 17.84376   (17°50'37.54"N), -88.68070   (88°40'50.52"W),14181,16121,7091,8061,7091,8061,,,47,4.803,2.78,3.917,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78356,-89.83547,19.72853,-91.00478,19.76527,-88.69989,17.81083,-90.95968,17.84376,-88.6807
80,LE70200472008365EDC00,LE70200472008365EDC00,0,Y,LE70200472008365EDC00,N/A,EDC,DAY, 020, 047,2008/12/30,2008:365:16:12:19.3601874,2008:365:16:12:46.1141874, 9, 9,  54.87,  49.40,  13.59,  97.16,  59.33,40.2147102,146.1759186,18°48'00.36"N,89°57'17.64"W,19°44'06.72"N,90°40'01.56"W,19°28'21.36"N,88°52'14.52"W,18°07'12.72"N,91°01'50.52"W,17°51'36.36"N,89°15'04.32"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-9.250416,HH,HH,HH,HH,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72814   (19°43'41.30"N), -91.02191  (91°01'18.88"W), 19.76511   (19°45'54.40"N), -88.71707  (88°43'01.45"W), 17.81049   (17°48'37.76"N), -90.97662   (90°58'35.83"W), 17.84361   (17°50'37.00"N), -88.69768   (88°41'51.65"W),14181,16121,7091,8061,7091,8061,,,16,5.69,3.742,4.286,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8001,-89.9549,19.72814,-91.02191,19.76511,-88.71707,17.81049,-90.97662,17.84361,-88.69768
81,LE70200472008349EDC00,LE70200472008349EDC00,0,Y,LE70200472008349EDC00,N/A,EDC,DAY, 020, 047,2008/12/14,2008:349:16:12:11.4608749,2008:349:16:12:38.2148749, 9, 9,   1.40,   0.15,   5.35,   0.03,   0.09,41.061779,148.2122955,18°48'43.20"N,89°57'56.88"W,19°44'51.72"N,90°40'39.00"W,19°29'07.08"N,88°52'54.12"W,18°07'55.92"N,91°02'27.24"W,17°52'20.64"N,89°15'42.84"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,3.516572,HH,HH,HH,HH,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72505   (19°43'30.18"N), -91.03898  (91°02'20.33"W), 19.76220   (19°45'43.92"N), -88.73707  (88°44'13.45"W), 17.81555   (17°48'55.98"N), -90.99369   (90°59'37.28"W), 17.84886   (17°50'55.90"N), -88.71754   (88°43'03.14"W),14121,16101,7061,8051,7061,8051,,,107,6.878,6.076,3.224,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.812,-89.9658,19.72505,-91.03898,19.7622,-88.73707,17.81555,-90.99369,17.84886,-88.71754
82,LE70200472008333ASN00,LE70200472008333ASN00,0,Y,LE70200472008333ASN00,N/A,ASN,DAY, 020, 047,2008/11/28,2008:333:16:12:01.5336874,2008:333:16:12:28.2876250, 9, 9,   2.64,   3.40,   2.33,   0.27,   4.56,43.3917656,148.6385651,18°49'19.92"N,89°58'19.56"W,19°45'36.00"N,90°41'00.60"W,19°29'52.44"N,88°53'16.80"W,18°08'39.12"N,91°02'48.84"W,17°53'04.56"N,89°16'05.88"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,9.097676,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72763   (19°43'39.47"N), -91.04476  (91°02'41.14"W), 19.76488   (19°45'53.57"N), -88.73997  (88°44'23.89"W), 17.81814   (17°49'05.30"N), -90.99939   (90°59'57.80"W), 17.85154   (17°51'05.54"N), -88.72040   (88°43'13.44"W),14121,16121,7061,8061,7061,8061,,,55,6.314,3.345,5.355,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8222,-89.9721,19.72763,-91.04476,19.76488,-88.73997,17.81814,-90.99939,17.85154,-88.7204
83,LE70200472008301ASN00,LE70200472008301ASN00,0,Y,LE70200472008301ASN00,N/A,ASN,DAY, 020, 047,2008/10/27,2008:301:16:11:35.2120000,2008:301:16:12:01.9659374, 9, 9,  37.48,  16.69,  47.82,  18.15,  67.28,50.8710594,142.9150238,18°49'58.08"N,89°58'16.32"W,19°46'12.36"N,90°41'01.68"W,19°30'30.96"N,88°53'14.28"W,18°09'16.92"N,91°02'47.04"W,17°53'44.52"N,89°16'00.48"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-1.602902,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73078   (19°43'50.81"N), -91.02484  (91°01'29.42"W), 19.76776   (19°46'03.94"N), -88.72282  (88°43'22.15"W), 17.81313   (17°48'47.27"N), -90.97950   (90°58'46.20"W), 17.84627   (17°50'46.57"N), -88.70336   (88°42'12.10"W),14181,16101,7091,8051,7091,8051,,,18,4.382,3.962,1.871,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8328,-89.9712,19.73078,-91.02484,19.76776,-88.72282,17.81313,-90.9795,17.84627,-88.70336
84,LE70200472008285ASN00,LE70200472008285ASN00,0,Y,LE70200472008285ASN00,N/A,ASN,DAY, 020, 047,2008/10/11,2008:285:16:11:18.8429999,2008:285:16:11:45.5969374, 9, 9,  39.86,  21.77,  24.17,  61.59,  51.89,54.8937149,136.0345917,18°49'56.28"N,89°57'51.12"W,19°45'58.68"N,90°40'39.36"W,19°30'18.00"N,88°52'49.44"W,18°09'03.60"N,91°02'21.84"W,17°53'32.28"N,89°15'32.40"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,8.373985,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72537   (19°43'31.33"N), -91.02470  (91°01'28.92"W), 19.76237   (19°45'44.53"N), -88.71990  (88°43'11.64"W), 17.81584   (17°48'57.02"N), -90.97956   (90°58'46.42"W), 17.84900   (17°50'56.40"N), -88.70056   (88°42'02.02"W),14121,16121,7061,8061,7061,8061,,,25,14.573,10.53,10.074,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8323,-89.9642,19.72537,-91.0247,19.76237,-88.7199,17.81584,-90.97956,17.849,-88.70056
85,LE70200472008237ASN00,LE70200472008237ASN00,0,Y,LE70200472008237ASN00,N/A,ASN,DAY, 020, 047,2008/08/24,2008:237:16:11:47.6800624,2008:237:16:12:14.4340624, 9, 9,   3.37,   0.09,   6.28,   0.18,   6.94,62.2541275,102.8081131,18°48'46.80"N,89°59'49.20"W,19°44'45.24"N,90°42'43.20"W,19°29'15.00"N,88°54'52.92"W,18°07'48.36"N,91°04'17.76"W,17°52'26.40"N,89°17'27.96"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-10.922163,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72776   (19°43'39.94"N), -91.03905  (91°02'20.58"W), 19.76491   (19°45'53.68"N), -88.73710  (88°44'13.56"W), 17.81285   (17°48'46.26"N), -90.99362   (90°59'37.03"W), 17.84615   (17°50'46.14"N), -88.71752   (88°43'03.07"W),14161,16101,7081,8051,7081,8051,,,54,4.194,2.706,3.204,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.813,-89.997,19.72776,-91.03905,19.76491,-88.7371,17.81285,-90.99362,17.84615,-88.71752
86,LE70200472008221EDC00,LE70200472008221EDC00,0,Y,LE70200472008221EDC00,N/A,EDC,DAY, 020, 047,2008/08/08,2008:221:16:11:54.3578125,2008:221:16:12:21.1118124, 9, 9,  37.28,   8.24,  46.00,  49.81,  45.08,62.8321037,91.6855621,18°48'02.16"N,89°59'14.28"W,19°44'12.12"N,90°42'03.96"W,19°28'42.24"N,88°54'16.20"W,18°07'15.60"N,91°03'38.52"W,17°51'55.08"N,89°16'51.24"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-9.636928,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73053   (19°43'49.91"N), -91.03626  (91°02'10.54"W), 19.76765   (19°46'03.54"N), -88.73427  (88°44'03.37"W), 17.82102   (17°49'15.67"N), -90.99098   (90°59'27.53"W), 17.85430   (17°51'15.48"N), -88.71476   (88°42'53.14"W),14121,16101,7061,8051,7061,8051,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8006,-89.9873,19.73053,-91.03626,19.76765,-88.73427,17.82102,-90.99098,17.8543,-88.71476
87,LE70200472008125ASN00,LE70200472008125ASN00,0,Y,LE70200472008125ASN00,N/A,ASN,DAY, 020, 047,2008/05/04,2008:125:16:12:45.4199374,2008:125:16:13:12.1738749, 9, 9,  45.54,  37.32,  55.00,  27.33,  62.52,65.1268997,91.7630768,18°44'18.24"N,90°00'25.20"W,19°40'16.68"N,90°43'16.32"W,19°24'42.48"N,88°55'29.28"W,18°03'20.52"N,91°04'52.32"W,17°47'54.60"N,89°18'05.76"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,4.960131,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72724   (19°43'38.06"N), -91.06190  (91°03'42.84"W), 19.76469   (19°45'52.88"N), -88.76000  (88°45'36.00"W), 17.81238   (17°48'44.57"N), -91.01622   (91°00'58.39"W), 17.84595   (17°50'45.42"N), -88.74016   (88°44'24.58"W),14161,16101,7081,8051,7081,8051,,,22,3.758,2.348,2.934,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7384,-90.007,19.72724,-91.0619,19.76469,-88.76,17.81238,-91.01622,17.84595,-88.74016
