Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,Spacecraft Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,WRS Type,Date Acquired,Start Time,Stop Time,Sensor Anomalies,Acquisition Quality,Quality Band 1,Quality Band 2,Quality Band 3,Quality Band 4,Quality Band 5,Quality Band 6,Quality Band 7,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Browse  Exists,Data Category,Map Projection LORa,Data Type L0Rp,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Reflective Samples,Reflective Lines,Thermal Lines,Thermal Samples,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Geometric RMSE Verify,Map Projection Level 1,Datum,Ellipsoid,UTM Zone,Vertical Long from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec
154,LT50200471994222XXX02,LT50200471994222XXX02,0,Y,LT50200471994222XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1994/08/10,1994:222:15:40:08.12038,1994:222:15:40:35.06594,N,9,9,9,9,9,9,9,9,20,10,20,30,30,55.40076619,89.76019081, 18.78750   (18°47'15.00"N), -89.88207   (89°52'55.45"W), 19.70632   (19°42'22.75"N), -90.57117  (90°34'16.21"W), 19.45293   (19°27'10.55"N), -88.82839   (88°49'42.20"W), 18.11674   (18°07'00.26"N), -90.92795   (90°55'40.62"W), 17.86564 (17°51'56.30"N), -89.20096   (89°12'03.46"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,PREDICTIVE, 19.72016   (19°43'12.58"N), -91.01600   (91°00'57.60"S), 19.75639   (19°45'23.00"N), -88.77709   (88°46'37.52"S), 17.80249   (17°48'08.96"N), -90.97079  (90°58'14.84"W), 17.83495   (17°50'05.82"N), -88.75703   (88°45'25.31"S),7831,7091,7091,7831,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.7875,-89.88207,19.72016,-91.016,19.75639,-88.77709,17.80249,-90.97079,17.83495,-88.75703
155,LT50200471994206AAA02,LT50200471994206AAA02,0,Y,LT50200471994206AAA02,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1994/07/25,1994:206:15:40:33.78075,1994:206:15:41:00.72525,N,9,9,9,9,9,9,9,9,0,0,0,0,0,55.7855769,82.51662779, 18.78938   (18°47'21.77"N), -89.89094   (89°53'27.38"W), 19.70820   (19°42'29.52"N), -90.58005  (90°34'48.18"W), 19.45481   (19°27'17.32"N), -88.83725   (88°50'14.10"W), 18.11862   (18°07'07.03"N), -90.93683   (90°56'12.59"W), 17.86752 (17°52'03.07"N), -89.20982   (89°12'35.35"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.72280   (19°43'22.08"N), -91.01892   (91°01'08.11"S), 19.75904   (19°45'32.54"N), -88.78284   (88°46'58.22"S), 17.80513   (17°48'18.47"N), -90.97368  (90°58'25.25"W), 17.83761   (17°50'15.40"N), -88.76272   (88°45'45.79"S),7821,7091,7091,7821,1,4.555,3.401,3.03,.43,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78938,-89.89094,19.7228,-91.01892,19.75904,-88.78284,17.80513,-90.97368,17.83761,-88.76272
156,LT50200471994190AAA03,LT50200471994190AAA03,0,Y,LT50200471994190AAA03,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1994/07/09,1994:190:15:41:00.68619,1994:190:15:41:27.62925,N,9,9,9,9,9,9,9,9,20,10,20,20,20,56.32480464,77.67893384, 18.79716   (18°47'49.78"N), -89.90889   (89°54'32.00"W), 19.71599   (19°42'57.56"N), -90.59803  (90°35'52.91"W), 19.46258   (19°27'45.29"N), -88.85515   (88°51'18.54"W), 18.12641   (18°07'35.08"N), -90.95483   (90°57'17.39"W), 17.87529 (17°52'31.04"N), -89.22775   (89°13'39.90"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,PREDICTIVE, 19.73040   (19°43'49.44"N), -91.04197   (91°02'31.09"S), 19.76694   (19°46'00.98"N), -88.80583   (88°48'20.99"S), 17.81008   (17°48'36.29"N), -90.99639  (90°59'47.00"W), 17.84283   (17°50'34.19"N), -88.78541   (88°47'07.48"S),7821,7101,7101,7821,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79716,-89.90889,19.7304,-91.04197,19.76694,-88.80583,17.81008,-90.99639,17.84283,-88.78541
157,LT50200471994174XXX01,LT50200471994174XXX01,0,Y,LT50200471994174XXX01,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1994/06/23,1994:174:15:41:26.27225,1994:174:15:41:53.21363,N,9,9,9,9,9,9,9,9,60,20,20,20,20,57.11253209,75.68016425, 18.79657   (18°47'47.65"N), -89.92193   (89°55'18.95"W), 19.71540   (19°42'55.44"N), -90.61107  (90°36'39.85"W), 19.46199   (19°27'43.16"N), -88.86819   (88°52'05.48"W), 18.12582   (18°07'32.95"N), -90.96787   (90°58'04.33"W), 17.87470 (17°52'28.92"N), -89.24079   (89°14'26.84"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.73007   (19°43'48.25"N), -91.05625   (91°03'22.50"S), 19.76688   (19°46'00.77"N), -88.81155   (88°48'41.58"S), 17.80979   (17°48'35.24"N), -91.01051  (91°00'37.84"W), 17.84277   (17°50'33.97"N), -88.79107   (88°47'27.85"S),,,,,,,,,,,,,,,,,,,,,,18.79657,-89.92193,19.73007,-91.05625,19.76688,-88.81155,17.80979,-91.01051,17.84277,-88.79107
158,LT50200471994158XXX02,LT50200471994158XXX02,0,Y,LT50200471994158XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1994/06/07,1994:158:15:41:47.65594,1994:158:15:42:14.59625,N,7,7,7,7,7,7,7,7,20,10,20,20,40,57.97698104,76.87046466, 18.80164   (18°48'05.90"N), -89.92180   (89°55'18.48"W), 19.72047   (19°43'13.69"N), -90.61095  (90°36'39.42"W), 19.46705   (19°28'01.38"N), -88.86803   (88°52'04.91"W), 18.13089   (18°07'51.20"N), -90.96777   (90°58'03.97"W), 17.87977 (17°52'47.17"N), -89.24064   (89°14'26.30"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.73542   (19°44'07.51"N), -91.05925   (91°03'33.30"S), 19.77233   (19°46'20.39"N), -88.80875   (88°48'31.50"S), 17.82056   (17°49'14.02"N), -91.01357  (91°00'48.85"W), 17.85364   (17°51'13.10"N), -88.78835   (88°47'18.06"S),7871,7081,7081,7871,1,13.053,10.928,7.139,11.574,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.80164,-89.9218,19.73542,-91.05925,19.77233,-88.80875,17.82056,-91.01357,17.85364,-88.78835
159,LT50200471994142XXX02,LT50200471994142XXX02,0,Y,LT50200471994142XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1994/05/22,1994:142:15:42:05.88663,1994:142:15:42:32.82569,N,7,7,7,7,7,7,7,7,10,10,10,10,0,58.51219795,81.34999129, 18.79504   (18°47'42.14"N), -89.91254   (89°54'45.14"W), 19.71387   (19°42'49.93"N), -90.60167  (90°36'06.01"W), 19.46046   (19°27'37.66"N), -88.85881   (88°51'31.72"W), 18.12429   (18°07'27.44"N), -90.95847   (90°57'30.49"W), 17.87318 (17°52'23.45"N), -89.23141   (89°13'53.08"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.73020   (19°43'48.72"N), -91.05054   (91°03'01.94"S), 19.76703   (19°46'01.31"N), -88.79724   (88°47'50.06"S), 17.80991   (17°48'35.68"N), -91.00486  (91°00'17.50"W), 17.84290   (17°50'34.44"N), -88.77692   (88°46'36.91"S),7881,7101,7101,7881,1,4.388,2.902,3.292,.354,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79504,-89.91254,19.7302,-91.05054,19.76703,-88.79724,17.80991,-91.00486,17.8429,-88.77692
160,LT50200471994126AAA02,LT50200471994126AAA02,0,Y,LT50200471994126AAA02,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1994/05/06,1994:126:15:42:22.65769,1994:126:15:42:49.59538,N,9,9,9,9,9,9,9,9,50,20,70,10,80,58.18674756,88.63011017, 18.79304   (18°47'34.94"N), -89.89882   (89°53'55.75"W), 19.71187   (19°42'42.73"N), -90.58794  (90°35'16.58"W), 19.45846   (19°27'30.46"N), -88.84511   (88°50'42.40"W), 18.12229   (18°07'20.24"N), -90.94473   (90°56'41.03"W), 17.87118 (17°52'16.25"N), -89.21769   (89°13'03.68"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.72512   (19°43'30.43"N), -91.03613   (91°02'10.07"S), 19.76172   (19°45'42.19"N), -88.78573   (88°47'08.63"S), 17.80749   (17°48'26.96"N), -90.99068  (90°59'26.45"W), 17.84030   (17°50'25.08"N), -88.76557   (88°45'56.05"S),,,,,,,,,,,,,,,,,,,,,,18.79304,-89.89882,19.72512,-91.03613,19.76172,-88.78573,17.80749,-90.99068,17.8403,-88.76557
161,LT50200471994110XXX02,LT50200471994110XXX02,0,Y,LT50200471994110XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1994/04/20,1994:110:15:42:40.52675,1994:110:15:43:07.46350,N,9,9,9,9,9,9,9,9,30,20,50,30,30,56.59324391,97.49009588, 18.79135   (18°47'28.86"N), -89.89238   (89°53'32.57"W), 19.71018   (19°42'36.65"N), -90.58150  (90°34'53.40"W), 19.45677   (19°27'24.37"N), -88.83868   (88°50'19.25"W), 18.12060   (18°07'14.16"N), -90.93828   (90°56'17.81"W), 17.86949 (17°52'10.16"N), -89.21126   (89°12'40.54"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.73078   (19°43'50.81"N), -91.02484   (91°01'29.42"S), 19.76717   (19°46'01.81"N), -88.78293   (88°46'58.55"S), 17.81313   (17°48'47.27"N), -90.97950  (90°58'46.20"W), 17.84574   (17°50'44.66"N), -88.76280   (88°45'46.08"S),,,,,,,,,,,,,,,,,,,,,,18.79135,-89.89238,19.73078,-91.02484,19.76717,-88.78293,17.81313,-90.9795,17.84574,-88.7628
162,LT50200471994094XXX02,LT50200471994094XXX02,0,Y,LT50200471994094XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1994/04/04,1994:094:15:42:58.88588,1994:094:15:43:25.82150,N,9,9,9,9,9,9,9,9,0,0,0,0,0,53.68149431,106.46456219, 18.79090   (18°47'27.24"N), -89.89230   (89°53'32.28"W), 19.70973   (19°42'35.03"N), -90.58141  (90°34'53.08"W), 19.45632   (19°27'22.75"N), -88.83860   (88°50'18.96"W), 18.12015   (18°07'12.54"N), -90.93820   (90°56'17.52"W), 17.86904 (17°52'08.54"N), -89.21118   (89°12'40.25"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.72814   (19°43'41.30"N), -91.02191   (91°01'18.88"S), 19.76446   (19°45'52.06"N), -88.78290   (88°46'58.44"S), 17.80778   (17°48'28.01"N), -90.97656  (90°58'35.62"W), 17.84032   (17°50'25.15"N), -88.76274   (88°45'45.86"S),7831,7101,7101,7831,95,4.534,3.162,3.249,.214,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.7909,-89.8923,19.72814,-91.02191,19.76446,-88.7829,17.80778,-90.97656,17.84032,-88.76274
163,LT50200471994078XXX02,LT50200471994078XXX02,0,Y,LT50200471994078XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1994/03/19,1994:078:15:43:15.63544,1994:078:15:43:42.56981,N,9,9,9,9,9,9,9,9,0,0,0,0,0,49.80198818,114.58712774, 18.79420   (18°47'39.12"N), -89.88766   (89°53'15.58"W), 19.71303   (19°42'46.91"N), -90.57679  (90°34'36.44"W), 19.45962   (19°27'34.63"N), -88.83394   (88°50'02.18"W), 18.12345   (18°07'24.42"N), -90.93358   (90°56'00.89"W), 17.87234 (17°52'20.42"N), -89.20653   (89°12'23.51"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.72821   (19°43'41.56"N), -91.01906   (91°01'08.62"S), 19.76446   (19°45'52.06"N), -88.78290   (88°46'58.44"S), 17.80784   (17°48'28.22"N), -90.97374  (90°58'25.46"W), 17.84032   (17°50'25.15"N), -88.76274   (88°45'45.86"S),7821,7101,7101,7821,96,4.497,3.308,3.046,.235,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.7942,-89.88766,19.72821,-91.01906,19.76446,-88.7829,17.80784,-90.97374,17.84032,-88.76274
164,LT50200471994062XXX02,LT50200471994062XXX02,0,Y,LT50200471994062XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1994/03/03,1994:062:15:43:29.67250,1994:062:15:43:56.60456,N,9,9,9,9,9,9,9,9,50,80,50,50,40,45.54821411,121.58769162, 18.79326   (18°47'35.74"N), -89.87736   (89°52'38.50"W), 19.71209   (19°42'43.52"N), -90.56648  (90°33'59.33"W), 19.45868   (19°27'31.25"N), -88.82364   (88°49'25.10"W), 18.12251   (18°07'21.04"N), -90.92328   (90°55'23.81"W), 17.87140 (17°52'17.04"N), -89.19623   (89°11'46.43"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.72840   (19°43'42.24"N), -91.01049   (91°00'37.76"S), 19.76460   (19°45'52.56"N), -88.76859   (88°46'06.92"S), 17.80801   (17°48'28.84"N), -90.96526  (90°57'54.94"W), 17.84045   (17°50'25.62"N), -88.74859   (88°44'54.92"S),,,,,,,,,,,,,,,,,,,,,,18.79326,-89.87736,19.7284,-91.01049,19.7646,-88.76859,17.80801,-90.96526,17.84045,-88.74859
165,LT50200471994030AAA04,LT50200471994030AAA04,0,Y,LT50200471994030AAA04,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1994/01/30,1994:030:15:43:55.52306,1994:030:15:44:22.45181,N,9,9,9,9,9,9,9,9,30,30,10,40,40,38.45442703,132.68486225, 18.78645   (18°47'11.22"N), -89.86742   (89°52'02.71"W), 19.70527   (19°42'18.97"N), -90.55652  (90°33'23.47"W), 19.45188   (19°27'06.77"N), -88.81375   (88°48'49.50"W), 18.11569   (18°06'56.48"N), -90.91329   (90°54'47.84"W), 17.86459 (17°51'52.52"N), -89.18631   (89°11'10.72"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.72035   (19°43'13.26"N), -91.00743   (91°00'26.75"S), 19.75662   (19°45'23.83"N), -88.75419   (88°45'15.08"S), 17.80266   (17°48'09.58"N), -90.96232  (90°57'44.35"W), 17.83515   (17°50'06.54"N), -88.73439   (88°44'03.80"S),,,,,,,,,,,,,,,,,,,,,,18.78645,-89.86742,19.72035,-91.00743,19.75662,-88.75419,17.80266,-90.96232,17.83515,-88.73439
166,LT50200471994014XXX02,LT50200471994014XXX02,0,Y,LT50200471994014XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1994/01/14,1994:014:15:44:05.65306,1994:014:15:44:32.57963,N,9,9,9,9,9,9,9,9,70,70,50,60,60,36.61935668,136.89503285, 18.78462   (18°47'04.63"N), -89.85789   (89°51'28.40"W), 19.70344   (19°42'12.38"N), -90.54698  (90°32'49.13"W), 19.45005   (19°27'00.18"N), -88.80423   (88°48'15.23"W), 18.11386   (18°06'49.90"N), -90.90375   (90°54'13.50"W), 17.86276 (17°51'45.94"N), -89.17679   (89°10'36.44"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.71790   (19°43'04.44"N), -90.99594   (90°59'45.38"S), 19.75399   (19°45'14.36"N), -88.74557   (88°44'44.05"S), 17.79748   (17°47'50.93"N), -90.95091  (90°57'03.28"W), 17.82981   (17°49'47.32"N), -88.72585   (88°43'33.06"S),,,,,,,,,,,,,,,,,,,,,,18.78462,-89.85789,19.7179,-90.99594,19.75399,-88.74557,17.79748,-90.95091,17.82981,-88.72585
167,LT50200471993363XXX03,LT50200471993363XXX03,0,Y,LT50200471993363XXX03,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1993/12/29,1993:363:15:44:20.73813,1993:363:15:44:47.66194,N,9,9,9,9,9,9,9,9,60,70,50,50,50,36.3225551,140.04577076, 18.79241   (18°47'32.68"N), -89.87250   (89°52'21.00"W), 19.71124   (19°42'40.46"N), -90.56162  (90°33'41.83"W), 19.45783   (19°27'28.19"N), -88.81879   (88°49'07.64"W), 18.12166   (18°07'17.98"N), -90.91841   (90°55'06.28"W), 17.87055 (17°52'13.98"N), -89.19137   (89°11'28.93"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.72576   (19°43'32.74"N), -91.00757   (91°00'27.25"S), 19.76195   (19°45'43.02"N), -88.76284   (88°45'46.22"S), 17.80536   (17°48'19.30"N), -90.96238  (90°57'44.57"W), 17.83779   (17°50'16.04"N), -88.74291   (88°44'34.48"S),,,,,,,,,,,,,,,,,,,,,,18.79241,-89.8725,19.72576,-91.00757,19.76195,-88.76284,17.80536,-90.96238,17.83779,-88.74291
168,LT50200471993347XXX03,LT50200471993347XXX03,0,Y,LT50200471993347XXX03,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1993/12/13,1993:347:15:44:31.15363,1993:347:15:44:58.07569,N,9,9,9,9,9,9,9,9,10,0,30,0,0,37.54093134,141.78200273, 18.78820   (18°47'17.52"N), -89.87468   (89°52'28.85"W), 19.70702   (19°42'25.27"N), -90.56378  (90°33'49.61"W), 19.45363   (19°27'13.07"N), -88.82100   (88°49'15.60"W), 18.11744   (18°07'02.78"N), -90.92056   (90°55'14.02"W), 17.86634 (17°51'58.82"N), -89.19357   (89°11'36.85"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.72041   (19°43'13.48"N), -91.00458   (91°00'16.49"S), 19.75650   (19°45'23.40"N), -88.76564   (88°45'56.30"S), 17.80272   (17°48'09.79"N), -90.95950  (90°57'34.20"W), 17.83505   (17°50'06.18"N), -88.74571   (88°44'44.56"S),7831,7091,7091,7831,49,4.591,3.233,3.259,.389,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.7882,-89.87468,19.72041,-91.00458,19.7565,-88.76564,17.80272,-90.9595,17.83505,-88.74571
169,LT50200471993331AAA04,LT50200471993331AAA04,0,Y,LT50200471993331AAA04,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1993/11/27,1993:331:15:44:36.62538,1993:331:15:45:03.54613,N,9,9,9,9,9,9,9,9,70,50,30,60,60,40.04644094,141.71714185, 18.78999   (18°47'23.96"N), -89.85890   (89°51'32.04"W), 19.70882   (19°42'31.75"N), -90.54801  (90°32'52.84"W), 19.45542   (19°27'19.51"N), -88.80521   (88°48'18.76"W), 18.11923   (18°07'09.23"N), -90.90480   (90°54'17.28"W), 17.86813 (17°52'05.27"N), -89.17778   (89°10'40.01"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.72344   (19°43'24.38"N), -90.99036   (90°59'25.30"S), 19.75933   (19°45'33.59"N), -88.75422   (88°45'15.19"S), 17.80571   (17°48'20.56"N), -90.94544  (90°56'43.58"W), 17.83786   (17°50'16.30"N), -88.73442   (88°44'03.91"S),,,,,,,,,,,,,,,,,,,,,,18.78999,-89.8589,19.72344,-90.99036,19.75933,-88.75422,17.80571,-90.94544,17.83786,-88.73442
170,LT50200471993315AAA04,LT50200471993315AAA04,0,Y,LT50200471993315AAA04,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1993/11/11,1993:315:15:44:41.76975,1993:315:15:45:08.68950,N,9,9,9,9,9,9,9,9,30,20,20,50,20,43.43083847,139.49829216, 18.78162   (18°46'53.83"N), -89.84829   (89°50'53.84"W), 19.70044   (19°42'01.58"N), -90.53737  (90°32'14.53"W), 19.44705   (19°26'49.38"N), -88.79465   (88°47'40.74"W), 18.11086   (18°06'39.10"N), -90.89413   (90°53'38.87"W), 17.85976 (17°51'35.14"N), -89.16720   (89°10'01.92"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.71552   (19°42'55.87"N), -90.98159   (90°58'53.72"S), 19.75134   (19°45'04.82"N), -88.73982   (88°44'23.35"S), 17.79506   (17°47'42.22"N), -90.93673  (90°56'12.23"W), 17.82715   (17°49'37.74"N), -88.72016   (88°43'12.58"S),,,,,,,,,,,,,,,,,,,,,,18.78162,-89.84829,19.71552,-90.98159,19.75134,-88.73982,17.79506,-90.93673,17.82715,-88.72016
171,LT50200471993299AAA04,LT50200471993299AAA04,0,Y,LT50200471993299AAA04,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1993/10/26,1993:299:15:44:49.72844,1993:299:15:45:16.64675,N,9,9,9,9,9,9,9,9,60,70,30,80,50,47.1620584,134.86996365, 18.78830   (18°47'17.88"N), -89.85175   (89°51'06.30"W), 19.70712   (19°42'25.63"N), -90.54085  (90°32'27.06"W), 19.45373   (19°27'13.43"N), -88.79807   (88°47'53.05"W), 18.11754   (18°07'03.14"N), -90.89763   (90°53'51.47"W), 17.86644 (17°51'59.18"N), -89.17064   (89°10'14.30"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.72080   (19°43'14.88"N), -90.98744   (90°59'14.78"S), 19.75675   (19°45'24.30"N), -88.73988   (88°44'23.57"S), 17.80306   (17°48'11.02"N), -90.94255  (90°56'33.18"W), 17.83528   (17°50'07.01"N), -88.72024   (88°43'12.86"S),,,,,,,,,,,,,,,,,,,,,,18.7883,-89.85175,19.7208,-90.98744,19.75675,-88.73988,17.80306,-90.94255,17.83528,-88.72024
172,LT50200471993283AAA04,LT50200471993283AAA04,0,Y,LT50200471993283AAA04,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1993/10/10,1993:283:15:44:56.09744,1993:283:15:45:23.01463,N,9,9,9,9,9,9,9,9,20,20,20,20,20,50.65996249,127.77417115, 18.78441   (18°47'03.88"N), -89.85518   (89°51'18.65"W), 19.70323   (19°42'11.63"N), -90.54427  (90°32'39.37"W), 19.44984   (19°26'59.42"N), -88.80152   (88°48'05.47"W), 18.11365   (18°06'49.14"N), -90.90104   (90°54'03.74"W), 17.86255 (17°51'45.18"N), -89.17408   (89°10'26.69"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,PREDICTIVE, 19.71790   (19°43'04.44"N), -90.99594   (90°59'45.38"S), 19.75402   (19°45'14.47"N), -88.74271   (88°44'33.76"S), 17.79748   (17°47'50.93"N), -90.95091  (90°57'03.28"W), 17.82983   (17°49'47.39"N), -88.72302   (88°43'22.87"S),7881,7101,7101,7881,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78441,-89.85518,19.7179,-90.99594,19.75402,-88.74271,17.79748,-90.95091,17.82983,-88.72302
173,LT50200471993267AAA04,LT50200471993267AAA04,0,Y,LT50200471993267AAA04,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1993/09/24,1993:267:15:45:00.07275,1993:267:15:45:26.98813,N,9,9,9,9,9,9,9,9,30,20,10,40,40,53.44399574,118.58036961, 18.78229   (18°46'56.24"N), -89.85276   (89°51'09.94"W), 19.70111   (19°42'04.00"N), -90.54184  (90°32'30.62"W), 19.44772   (19°26'51.79"N), -88.79912   (88°47'56.83"W), 18.11153   (18°06'41.51"N), -90.89861   (90°53'55.00"W), 17.86043 (17°51'37.55"N), -89.17167   (89°10'18.01"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,PREDICTIVE, 19.71526   (19°42'54.94"N), -90.99302   (90°59'34.87"S), 19.75134   (19°45'04.82"N), -88.73982   (88°44'23.35"S), 17.79753   (17°47'51.11"N), -90.94808  (90°56'53.09"W), 17.82986   (17°49'47.50"N), -88.72019   (88°43'12.68"S),7881,7091,7091,7881,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78229,-89.85276,19.71526,-90.99302,19.75134,-88.73982,17.79753,-90.94808,17.82986,-88.72019
174,LT50200471993235AAA04,LT50200471993235AAA04,0,Y,LT50200471993235AAA04,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1993/08/23,1993:235:15:45:05.07306,1993:235:15:45:31.98494,N,9,9,9,9,9,9,9,9,50,10,20,20,60,56.22086679,97.84539832, 18.78291   (18°46'58.48"N), -89.84914   (89°50'56.90"W), 19.70173   (19°42'06.23"N), -90.53822  (90°32'17.59"W), 19.44834   (19°26'54.02"N), -88.79549   (88°47'43.76"W), 18.11215   (18°06'43.74"N), -90.89499   (90°53'41.96"W), 17.86105 (17°51'39.78"N), -89.16805   (89°10'04.98"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,PREDICTIVE, 19.71552   (19°42'55.87"N), -90.98159   (90°58'53.72"S), 19.75131   (19°45'04.72"N), -88.74268   (88°44'33.65"S), 17.79776   (17°47'51.94"N), -90.93679  (90°56'12.44"W), 17.82983   (17°49'47.39"N), -88.72302   (88°43'22.87"S),7831,7091,7091,7831,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78291,-89.84914,19.71552,-90.98159,19.75131,-88.74268,17.79776,-90.93679,17.82983,-88.72302
